CameraPanID	ClosestRoadWeatherStation	CameraName	Direction	Tie	Tieosa	Etäisyys	X	Y	Kunnan nimi
C0650809	6023	Tie 14 Savonlinna, Laitaatsalmi	Tienpinta	14	14	580	6864833	3597313	Savonlinna
C0650901	6023	Tie 14 Savonlinna, Hevonpäänniemi	Savonlinnaan	14	14	1866	6865004	3597702	Savonlinna
C0650902	6023	Tie 14 Savonlinna, Hevonpäänniemi	Juvalle	14	14	1866	6865004	3597702	Savonlinna
C0650909	6023	Tie 14 Savonlinna, Hevonpäänniemi	Tienpinta	14	14	1866	6865004	3597702	Savonlinna
C0651001	6023	Tie 14 Savonlinna, Ratapiha	Savonlinnaan	14	14	2220	6864733	3598767	Savonlinna
C0651002	6023	Tie 14 Savonlinna, Ratapiha	Juvalle	14	14	2220	6864733	3598767	Savonlinna
C0651009	6023	Tie 14 Savonlinna, Ratapiha	Tienpinta	14	14	2220	6864733	3598767	Savonlinna
C0651101	6023	Tie 14 Savonlinna, Ruislahti	Lappeenrantaan	14	14	4035	6863843	3600110	Savonlinna
C0651102	6023	Tie 14 Savonlinna, Ruislahti	Juvalle	14	14	4035	6863843	3600110	Savonlinna
C0651109	6023	Tie 14 Savonlinna, Ruislahti	Tienpinta	14	14	4035	6863843	3600110	Savonlinna
C0351600	3033	Tie 14 Savonlinna, Kyrönsalmi		14	14	4370	6863997	3600450	Savonlinna
C0351800	3033	Tie 14 Savonlinna, Kyrönsalmi		14	14	4370	6864010	3600445	Savonlinna
C0351500	3033	Tie 14 Savonlinna, Kyrönsalmi		14	14	4510	6864063	3600613	Savonlinna
C0351700	3033	Tie 14 Savonlinna, Kyrönsalmi		14	14	4510	6864042	3600589	Savonlinna
C0651201	3033	Tie 14 Savonlinna, Miekkoniemi	Lappeenrantaan	14	16	25	6863870	3601366	Savonlinna
C0651202	3033	Tie 14 Savonlinna, Miekkoniemi	Savonlinnaan	14	16	25	6863870	3601366	Savonlinna
C0651209	3033	Tie 14 Savonlinna, Miekkoniemi	Tienpinta	14	16	25	6863870	3601366	Savonlinna
C0651401	3033	Tie 14 Savonlinna, Nojamaa	Lappeenrantaan	14	17	117	6864844	3602957	Savonlinna
C0651402	3033	Tie 14 Savonlinna, Nojamaa	Savoninnaan	14	17	117	6864844	3602957	Savonlinna
C0651409	3033	Tie 14 Savonlinna, Nojamaa	Tienpinta	14	17	117	6864844	3602957	Savonlinna
C0356101	3005	Tie 14 Punkaharju	Parikkalaan	14	22	6081	6853269	3625308	Savonlinna
C0356102	3005	Tie 14 Punkaharju	Savonlinnaan	14	22	6081	6853269	3625308	Savonlinna
C0356108	3005	Tie 14 Punkaharju	Järvimaisema	14	22	6081	6853269	3625308	Savonlinna
C0356109	3005	Tie 14 Punkaharju	Tienpinta	14	22	6081	6853269	3625308	Savonlinna
C0356401	6007	Tie 15 Laivolahti	Mikkeliin	15	19	1332	6786694	3508908	Mäntyharju
C0356402	6007	Tie 15 Laivolahti	Kouvolaan	15	19	1332	6786694	3508908	Mäntyharju
C0356409	6007	Tie 15 Laivolahti	Tienpinta	15	19	1332	6786694	3508908	Mäntyharju
C0650501	6009	Tie 23 Pieksämäki, Naarajärvi	Pieksämäelle	23	306	2059	6908168	3502645	Pieksämäki
C0650502	6009	Tie 23 Pieksämäki, Naarajärvi	Jyväskylään	23	306	2059	6908168	3502645	Pieksämäki
C0650504	6009	Tie 23 Pieksämäki, Naarajärvi	Tie 447 Kangasniemelle	23	306	2059	6908168	3502645	Pieksämäki
C0650509	6009	Tie 23 Pieksämäki, Naarajärvi	Tienpinta	23	306	2059	6908168	3502645	Pieksämäki
C0356301	6009	Tie 23 Pieksämäki, Siikamäki	Varkauteen	23	314	2636	6909499	3521239	Pieksämäki
C0356302	6009	Tie 23 Pieksämäki, Siikamäki	Pieksämäelle	23	314	2636	6909499	3521239	Pieksämäki
C0650301	6008	Tie 23, Heinävesi, Lamminpää	Joensuuhun	23	409	5641	6936324	3575565	Heinävesi
C0650302	6008	Tie 23, Heinävesi, Lamminpää	Varkauteen	23	409	5641	6936324	3575565	Heinävesi
C0650303	6008	Tie 23, Heinävesi, Lamminpää	Heinävedelle	23	409	5641	6936324	3575565	Heinävesi
C0350701	6008	Tie 23 Karvio	Varkauteen	23	411	5285	6935557	3584865	Heinävesi
C0350702	6008	Tie 23 Karvio	Joensuuhun	23	411	5285	6935557	3584865	Heinävesi
C0350703	6008	Tie 23 Karvio	Tie 85422 Lepikkomäkeen	23	411	5285	6935557	3584865	Heinävesi
C0350709	6008	Tie 23 Karvio	Tienpinta	23	411	5285	6935557	3584865	Heinävesi
C0651500	6008	Tie 23 Heinävesi, Suurmäki	Joensuuhun	23	414	1100	6938000	3599000	Heinävesi
C0353402	3004	Tie 62 Anttola	Mikkeliin	62	4	6150	6831322	3533228	Mikkeli
C0352701	6010	Tie 72 Haukivuori	Pieksämäelle	72	9	1878	6878387	3510521	Mikkeli
C0352702	6010	Tie 72 Haukivuori	Mikkeliin	72	9	1878	6878387	3510521	Mikkeli
C0352709	6010	Tie 72 Haukivuori	Tienpinta	72	9	1878	6878387	3510521	Mikkeli
C0650600	6011	Tie 435 Sulkava	Juvalle	435	5	1395	6855407	3569707	Sulkava
C0650401	3003	Tie 438 Sulkava, Lohilahti	Sulkavalle	438	7	1430	6834850	3590156	Sulkava
C0650402	3003	Tie 438 Sulkava, Lohilahti	Imatralle	438	7	1430	6834850	3590156	Sulkava
C0650408	3003	Tie 438 Sulkava, Lohilahti	Järvimaisema	438	7	1430	6834850	3590156	Sulkava
C0651601	6008	Tie 476 Heinävesi	Joensuuhun	476	7	17	6925223	3584498	Heinävesi
C0651602	6008	Tie 476 Heinävesi	Varkauteen	476	7	17	6925223	3584498	Heinävesi
C0651609	6008	Tie 476 Heinävesi	Tienpinta	476	7	17	6925223	3584498	Heinävesi
C0852101	8002	Tie 5 Varkaus	Kuopioon	5	147	4905	6916867	3542380	Varkaus
C0852102	8002	Tie 5 Varkaus	Varkauteen	5	147	4905	6916867	3542380	Varkaus
C0852109	8002	Tie 5 Varkaus	tienpinta	5	147	4905	6916867	3542380	Varkaus
C0850601	8023	Tie 5 Oravikoski	Kuopioon	5	154	801	6942921	3531256	Leppävirta
C0850602	8023	Tie 5 Oravikoski	Varkauteen	5	154	801	6942921	3531256	Leppävirta
C0851001	8014	Tie 5 Vehmasmäki	Kuopioon	5	156	3016	6957330	3529711	Kuopio
C0851002	8014	Tie 5 Vehmasmäki	Varkauteen	5	156	3016	6957330	3529711	Kuopio
C0853801	8020	Tie 5 Kuopio, Siikalahti	Iisalmeen	5	160	43	6975835	3532518	Kuopio
C0853802	8020	Tie 5 Kuopio, Siikalahti	Varkauteen	5	160	43	6975835	3532518	Kuopio
C0853803	8020	Tie 5 Kuopio, Siikalahti	Savilahdelle	5	160	43	6975835	3532518	Kuopio
C0853804	8020	Tie 5 Kuopio, Siikalahti	Tasavallankatu	5	160	43	6975835	3532518	Kuopio
C0853809	8020	Tie 5 Kuopio, Siikalahti	Tienpinta	5	160	43	6975835	3532518	Kuopio
C0857201	8072	Tie 5 Pihlajaharju	Siilinjärvi	5	201	2496	6979820	3534557	Kuopio
C0857202	8072	Tie 5 Pihlajaharju	Mikkeli	5	201	2496	6979820	3534557	Kuopio
C0857209	8072	Tie 5 Pihlajaharju	Tienpinta	5	201	2496	6979820	3534557	Kuopio
C0852401	8066	Tie 5 Kuopio, Päiväranta	Siilinjärvi	5	201	3496	6980796	3534448	Kuopio
C0852402	8066	Tie 5 Kuopio, Päiväranta	Mikkeli	5	201	3496	6980796	3534448	Kuopio
C0852409	8066	Tie 5 Kuopio, Päiväranta	Tienpinta	5	201	3496	6980796	3534448	Kuopio
C0855601	8066	Tie 5 Päiväranta silta	Siilinjärvi	5	202	10	6981357	3534081	Kuopio
C0855602	8066	Tie 5 Päiväranta silta	Mikkeli	5	202	10	6981357	3534081	Kuopio
C0855609	8066	Tie 5 Päiväranta silta	Tienpinta	5	202	10	6981357	3534081	Kuopio
C0855701	8066	Tie 5 Tikkalansaari	Siilinjärvi	5	202	1470	6982770	3534246	Kuopio
C0855702	8066	Tie 5 Tikkalansaari	Mikkeli	5	202	1470	6982770	3534246	Kuopio
C0855709	8066	Tie 5 Tikkalansaari	Tienpinta	5	202	1470	6982770	3534246	Kuopio
C0855801	8042	Tie 5 Sorsasalo	Siilinjärvi	5	202	3105	6984081	3535189	Kuopio
C0855802	8042	Tie 5 Sorsasalo	Mikkeli	5	202	3105	6984081	3535189	Kuopio
C0855809	8042	Tie 5 Sorsasalo	Tienpinta	5	202	3105	6984081	3535189	Kuopio
C0855901	8042	Tie 5 Vuorela	Siilinjärvi	5	203	80	6985719	3535973	Kuopio
C0855902	8042	Tie 5 Vuorela	Mikkeli	5	203	80	6985719	3535973	Kuopio
C0855909	8042	Tie 5 Vuorela	Tienpinta	5	203	80	6985719	3535973	Kuopio
C0856001	8042	Tie 5 Rissala	Siilinjärvi	5	203	1903	6987530	3536081	Kuopio
C0856002	8042	Tie 5 Rissala	Mikkeli	5	203	1903	6987530	3536081	Kuopio
C0856009	8042	Tie 5 Rissala	Tienpinta	5	203	1903	6987530	3536081	Kuopio
C0853301	8005	Tie 5 Räimä	Iisalmeen	5	205	2572	6993147	3533617	Siilinjärvi
C0853302	8005	Tie 5 Räimä	Kuopioon	5	205	2572	6993147	3533617	Siilinjärvi
C0853309	8005	Tie 5 Räimä	Tienpinta	5	205	2572	6993147	3533617	Siilinjärvi
C0853701	8003	Tie 5 Lapinlahti, Alapitkä	Iisalmeen	5	209	2057	7012342	3526727	Lapinlahti
C0853702	8003	Tie 5 Lapinlahti, Alapitkä	Kuopioon	5	209	2057	7012342	3526727	Lapinlahti
C0852201	8003	Tie 5 Lapinlahti	Iisalmeen	5	214	478	7031096	3519702	Lapinlahti
C0852202	8003	Tie 5 Lapinlahti	Kuopioon	5	214	478	7031096	3519702	Lapinlahti
C0852209	8003	Tie 5 Lapinlahti	Tienpinta	5	214	478	7031096	3519702	Lapinlahti
C0853601	8004	Tie 5 Iisalmi	Kajaaniin	5	217	2115	7049181	3512565	Iisalmi
C0853602	8004	Tie 5 Iisalmi	Kuopioon	5	217	2115	7049181	3512565	Iisalmi
C0853609	8004	Tie 5 Iisalmi	Tienpinta	5	217	2115	7049181	3512565	Iisalmi
C0857801	8004	Tie 5 Iisalmi, Ryhälänmäki	Kajaaniin	5	219	5700	7062800	3514300	Iisalmi
C0850801	13007	Tie 5 Sukeva	Kajaaniin	5	226	91	7085527	3521824	Sonkajärvi
C0850802	13007	Tie 5 Sukeva	Kuopioon	5	226	91	7085527	3521824	Sonkajärvi
C0850809	13007	Tie 5 Sukeva	Tienpinta	5	226	91	7085527	3521824	Sonkajärvi
C0850901	8009	Tie 9 Suonenjoki	Kuopioon	9	320	868	6947810	3506377	Suonenjoki
C0850902	8009	Tie 9 Suonenjoki	Jyväskylään	9	320	868	6947810	3506377	Suonenjoki
C0850903	8009	Tie 9 Suonenjoki	Suonenjoelle	9	320	868	6947810	3506377	Suonenjoki
C0850904	8009	Tie 9 Suonenjoki	Karttulaan	9	320	868	6947810	3506377	Suonenjoki
C0856100	8042	Tie 9 Vuorela	Ympyrä	9	327	52	6985664	3536055	Kuopio
C0854200	8012	Tie 9 Kuopio, Jännevirta		9	329	0	6985605	3542278	Kuopio
C0852801	8011	Tie 9 Kuopio, Vartiala	Joensuuhun	9	330	6726	6981332	3553253	Kuopio
C0852802	8011	Tie 9 Kuopio, Vartiala	Kuopioon	9	330	6726	6981332	3553253	Kuopio
C0852809	8011	Tie 9 Kuopio, Vartiala	tienpinta	9	330	6726	6981332	3553253	Kuopio
C0851901	8006	Tie 9 Tuusniemi, Paakkila	Joensuuhun	9	337	6616	6965858	3584797	Tuusniemi
C0851902	8006	Tie 9 Tuusniemi, Paakkila	Kuopioon	9	337	6616	6965858	3584797	Tuusniemi
C0851909	8006	Tie 9 Tuusniemi, Paakkila	tienpinta	9	337	6616	6965858	3584797	Tuusniemi
C0853201	8002	Tie 23 Soisalo	Joensuuhun	23	405	872	6922821	3560280	Leppävirta
C0853202	8002	Tie 23 Soisalo	Varkauteen	23	405	872	6922821	3560280	Leppävirta
C0857902	8010	Tie 27 Iisalmi, Kiuruvesi	Kalajoelle	27	25	4206	7057000	3492400	Iisalmi
C0852001	8010	Tie 27 Iisalmi, Runni	Iisalmeen	27	26	303	7056561	3496011	Iisalmi
C0852002	8010	Tie 27 Iisalmi, Runni	Kiuruvedelle	27	26	303	7056561	3496011	Iisalmi
C0857301	8005	Tie 75 Siilinjärvi1	Nurmekseen	75	1	597	6997286	3533612	Siilinjärvi
C0857302	8005	Tie 75 Siilinjärvi1	Tie 5:lle päin	75	1	597	6997286	3533612	Siilinjärvi
C0857309	8005	Tie 75 Siilinjärvi1	Tienpinta	75	1	597	6997286	3533612	Siilinjärvi
C0857401	8005	Tie 75 Siilinjärvi2	Nurmekseen	75	1	995	6997439	3533982	Siilinjärvi
C0857402	8005	Tie 75 Siilinjärvi2	Tie 5:lle päin	75	1	995	6997439	3533982	Siilinjärvi
C0857409	8005	Tie 75 Siilinjärvi2	Tienpinta	75	1	995	6997439	3533982	Siilinjärvi
C0853901	8008	Tie 75 Nilsiä, Pajulahti	Nurmekseen	75	4	46	7004634	3543629	Kuopio
C0853902	8008	Tie 75 Nilsiä, Pajulahti	Siilinjärvelle	75	4	46	7004634	3543629	Kuopio
C0853909	8008	Tie 75 Nilsiä, Pajulahti	Tienpinta	75	4	46	7004634	3543629	Kuopio
C0852701	8008	Tie 75 Hankamäki	Nurmekseen	75	12	3257	7027261	3572995	Rautavaara
C0852702	8008	Tie 75 Hankamäki	Siilinjärvelle	75	12	3257	7027261	3572995	Rautavaara
C0852709	8008	Tie 75 Hankamäki	Tienpinta	75	12	3257	7027261	3572995	Rautavaara
C0852601	8007	Tie 77 Keitele	Siilinjärvellle	77	20	13	7009441	3466662	Keitele
C0852602	8007	Tie 77 Keitele	Viitasaarelle	77	20	13	7009441	3466662	Keitele
C0852603	8007	Tie 77 Keitele	Tie 6570 Tossavanlahdelle	77	20	13	7009441	3466662	Keitele
C0852604	8007	Tie 77 Keitele	Tie 552 Vesannolle	77	20	13	7009441	3466662	Keitele
C0852609	8007	Tie 77 Keitele	Tienpinta	77	20	13	7009441	3466662	Keitele
C0855100	8018	Tie 87 Sonkajärvi, Koirako	Sonkajärvelle	87	8	2568	7056387	3539890	Sonkajärvi
C0854501	8008	Tie 87 Rautavaara	Nurmekseen	87	13	198	7044403	3564987	Rautavaara
C0854502	8008	Tie 87 Rautavaara	Rautavaaraan	87	13	198	7044403	3564987	Rautavaara
C0854509	8008	Tie 87 Rautavaara	Tienpinta	87	13	198	7044403	3564987	Rautavaara
C0855002	12009	Tie 88 Vieremä, Isomäki	Pyhännälle	88	25	144	7090067	3486934	Vieremä
C0853501	8012	Tie 536 Kuopio, Vehmersalmi	Vehmersalmelle	536	7	3365	6962980	3551184	Kuopio
C0853502	8012	Tie 536 Kuopio, Vehmersalmi	Leppävirralle	536	7	3365	6962980	3551184	Kuopio
C0853504	8012	Tie 536 Kuopio, Vehmersalmi	Tie 16401 Ritoniemeen	536	7	3365	6962980	3551184	Kuopio
C0853509	8012	Tie 536 Kuopio, Vehmersalmi	Tienpinta	536	7	3365	6962980	3551184	Kuopio
C0854401	8001	Tie 551 Karttula, Pihkainmäki	Karttulaan	551	4	0	6971054	3517564	Kuopio
C0854402	8001	Tie 551 Karttula, Pihkainmäki	Kuopioon	551	4	0	6971054	3517564	Kuopio
C0854403	8001	Tie 551 Karttula, Pihkainmäki	Itä-Karttulaan	551	4	0	6971054	3517564	Kuopio
C0857700	8019	Tie 551 Vesanto	Vesannolle	551	15	1767	6980551	3469138	Vesanto
C0858000	0	Tie 573 Iisalmi, Haukimäki		563	6	95	7039615	3499870	Iisalmi
C0853401	8015	Tie 569 Kaavi	Juankoskelle	569	1	12	6986979	3573653	Kaavi
C0853402	8015	Tie 569 Kaavi	Riistavedelle	569	1	12	6986979	3573653	Kaavi
C0853403	8015	Tie 569 Kaavi	Kaaville	569	1	12	6986979	3573653	Kaavi
C0853409	8015	Tie 569 Kaavi	Tienpinta	569	1	12	6986979	3573653	Kaavi
C0858301	7003	Tie 573 Maarianvaara	Kaaviin	573	4	7105	6973147	3595947	Kaavi
C0858302	7003	Tie 573 Maarianvaara	Outokumpuun	573	4	7105	6973147	3595947	Kaavi
C0858304	7003	Tie 573 Maarianvaara	Tie 502 Polvijärvelle	573	4	7105	6973147	3595947	Kaavi
C0858309	7003	Tie 573 Maarianvaara	Tienpinta	573	4	7105	6973147	3595947	Kaavi
C0858100	0	Tie 577 Lapinlahti, Varpaisjärvi	Nilsiään	577	7	125	7028092	3538582	Lapinlahti
C0858200	0	Tie5862 Sonkajärvi	Sonkajärvi	5862	6	39	7072444	3539872	Sonkajärvi
C0854101	7002	Tie 6 Kitee, Kesälahti	Joensuuhun	6	333	922	6869123	3647800	Kitee
C0854102	7002	Tie 6 Kitee, Kesälahti	Lappeenrantaan	6	333	922	6869123	3647800	Kitee
C0854109	7002	Tie 6 Kitee, Kesälahti	Tienpinta	6	333	922	6869123	3647800	Kitee
C0750500	7031	Tie 6, Kitee, Kousa	Kiteelle	6	334	6475	6877528	3650533	Kitee
C0851801	7002	Tie 6 Puhos	Joensuuhun	6	337	558	6889853	3654264	Kitee
C0851802	7002	Tie 6 Puhos	Lappeenrantaan	6	337	558	6889853	3654264	Kitee
C0851809	7002	Tie 6 Puhos	Tienpinta	6	337	558	6889853	3654264	Kitee
C0854301	7005	Tie 6 Onkamo	Joensuuhun	6	342	5151	6915627	3662112	Tohmajärvi
C0854302	7005	Tie 6 Onkamo	Lappeenrantaan	6	342	5151	6915627	3662112	Tohmajärvi
C0854304	7005	Tie 6 Onkamo	Tohmajärvelle	6	342	5151	6915627	3662112	Tohmajärvi
C0854309	7005	Tie 6 Onkamo	Tienpinta	6	342	5151	6915627	3662112	Tohmajärvi
C0854901	7014	Tie 6 Pyhäselkä, Honkavaara	Joensuuhun	6	345	6073	6929264	3656958	Joensuu
C0854902	7014	Tie 6 Pyhäselkä, Honkavaara	Imatralle	6	345	6073	6929264	3656958	Joensuu
C0854909	7014	Tie 6 Pyhäselkä, Honkavaara	Tienpinta	6	345	6073	6929264	3656958	Joensuu
C0854701	7018	Tie 6 Pyhäselkä, Reijola	Joensuuhun	6	348	1113	6939495	3647498	Joensuu
C0854702	7018	Tie 6 Pyhäselkä, Reijola	Imatralle	6	348	1113	6939495	3647498	Joensuu
C0854709	7018	Tie 6 Pyhäselkä, Reijola	Tienpinta	6	348	1113	6939495	3647498	Joensuu
C0857601	7018	Tie 6 Joensuu, Repokallio	Joensuuhun	6	349	3669	6946074	3644691	Joensuu
C0857602	7018	Tie 6 Joensuu, Repokallio	Imatralle	6	349	3669	6946074	3644691	Joensuu
C0857603	7018	Tie 6 Joensuu, Repokallio	Tie 74 Ilomantsiin	6	349	3669	6946074	3644691	Joensuu
C0857604	7018	Tie 6 Joensuu, Repokallio	Tie 74 Hukanhautaan	6	349	3669	6946074	3644691	Joensuu
C0857609	7018	Tie 6 Joensuu, Repokallio	Tienpinta	6	349	3669	6946074	3644691	Joensuu
C0854601	7001	Tie 6 Kontiolahti, Uuro	Kontiolahdelle	6	403	18	6960249	3646320	Kontiolahti
C0854602	7001	Tie 6 Kontiolahti, Uuro	Joensuuhun	6	403	18	6960249	3646320	Kontiolahti
C0854603	7001	Tie 6 Kontiolahti, Uuro	Enoon	6	403	18	6960249	3646320	Kontiolahti
C0854604	7001	Tie 6 Kontiolahti, Uuro	Kontioniemelle	6	403	18	6960249	3646320	Kontiolahti
C0855301	7001	Tie 6 Kontiolahti, Varpara	Kajaaniin	6	404	4336	6971565	3644886	Kontiolahti
C0855302	7001	Tie 6 Kontiolahti, Varpara	Joensuuhun	6	404	4336	6971565	3644886	Kontiolahti
C0855309	7001	Tie 6 Kontiolahti, Varpara	Tienpinta	6	404	4336	6971565	3644886	Kontiolahti
C0750700	0	Tie 6 Kontiolahti, Romppala	Joensuu	6	407	63	6986856	3642434	Kontiolahti
C0852501	7006	Tie 6 Juuka, Ahmovaara	Kajaaniin	6	409	7617	7001743	3631977	Juuka
C0852502	7006	Tie 6 Juuka, Ahmovaara	Joensuuhun	6	409	7617	7001743	3631977	Juuka
C0852503	7006	Tie 6 Juuka, Ahmovaara	Kolille	6	409	7617	7001743	3631977	Juuka
C0851101	7007	Tie 6 Nurmes	Kajaaniin	6	419	914	7052967	3600060	Nurmes
C0851102	7007	Tie 6 Nurmes	Joensuuhun	6	419	914	7052967	3600060	Nurmes
C0851109	7007	Tie 6 Nurmes	Tienpinta	6	419	914	7052967	3600060	Nurmes
C0853001	7003	Tie 9 Outokumpu, Ulla	Kuopioon	9	343	56	6956684	3600531	Outokumpu
C0853002	7003	Tie 9 Outokumpu, Ulla	Joensuuhun	9	343	56	6956684	3600531	Outokumpu
C0853009	7003	Tie 9 Outokumpu, Ulla	tienpinta	9	343	56	6956684	3600531	Outokumpu
C0853101	7009	Tie 9 Joensuu, Noljakka	Joensuuhun	9	353	1928	6948936	3640217	Joensuu
C0853102	7009	Tie 9 Joensuu, Noljakka	Kuopioon	9	353	1928	6948936	3640217	Joensuu
C0852301	7011	Tie 9 Tohmajärvi	Niiralaan	9	358	2282	6906327	3674969	Tohmajärvi
C0852302	7011	Tie 9 Tohmajärvi	Tohmajärvi	9	358	2282	6906327	3674969	Tohmajärvi
C0850302	7011	Tie 9 Niirala	Suomesta lähtevä liikenne	9	361	3368	6901505	3688318	Tohmajärvi
C0855400	7011	Tie 9 Niirala_raja_Venäjä	Suomeen saapuva liikenne	9	361	3521	6901554	3688424	Tohmajärvi
C0855500	7011	Tie 9 Niirala_raja_Suomi	Suomesta lähtevä liikenne	9	361	4429	6901372	3689282	Tohmajärvi
C0852901	6008	Tie 23 Liperi, Kaatamo	Joensuuhun	23	416	429	6941833	3610516	Liperi
C0852902	6008	Tie 23 Liperi, Kaatamo	Varkauteen	23	416	429	6941833	3610516	Liperi
C0852909	6008	Tie 23 Liperi, Kaatamo	Tienpinta	23	416	429	6941833	3610516	Liperi
C0750400	7017	Tie 71 Väärämäki	Puhokselle	71	8	4723	6885851	3636724	Kitee
C0851701	7015	Tie 73 Eno, Uimaharju	Joensuuhun	73	7	1800	6982517	3664094	Joensuu
C0750600	0	Tie 73 Lieksa, Kyyrönlampi		73	12	346	6997594	3658278	Lieksa
C0858401	7004	Tie 73 Lieksa	Lieksaan	73	17	5172	7024932	3654191	Lieksa
C0858402	7004	Tie 73 Lieksa	Joensuuhun	73	17	5172	7024932	3654191	Lieksa
C0858409	7004	Tie 73 Lieksa	Tienpinta	73	17	5172	7024932	3654191	Lieksa
C0850501	7032	Tie 73 Vieki	Nurmekseen	73	26	21	7044266	3630853	Lieksa
C0850502	7032	Tie 73 Vieki	Lieksaan	73	26	21	7044266	3630853	Lieksa
C0850503	7032	Tie 73 Vieki	Tie 5260 Viekiin	73	26	21	7044266	3630853	Lieksa
C0850504	7032	Tie 73 Vieki	Tie 5260 Mätasvaaraan	73	26	21	7044266	3630853	Lieksa
C0850509	7032	Tie 73 Vieki	Tienpinta	73	26	21	7044266	3630853	Lieksa
C0854001	7008	Tie 74 Joensuu, Heinävaara	Ilomantsiin	74	5	7292	6943403	3663344	Joensuu
C0854002	7008	Tie 74 Joensuu, Heinävaara	Joensuuhun	74	5	7292	6943403	3663344	Joensuu
C0857502	7008	Tie 74 Ilomantsi	Joensuuhun	74	14	2401	6958383	3702424	Ilomantsi
C0857503	7008	Tie 74 Ilomantsi	Tie 522 Hattuvaaraan	74	14	2401	6958383	3702424	Ilomantsi
C0857504	7008	Tie 74 Ilomantsi	Tie 514 Enoon	74	14	2401	6958383	3702424	Ilomantsi
C0857509	7008	Tie 74 Ilomantsi	Tie 74 Tienpinta	74	14	2401	6958383	3702424	Ilomantsi
C0855201	7005	Tie 482 Rääkkylä, Rasivaara	Kiteelle	482	5	30	6910074	3642844	Rääkkylä
C0855202	7005	Tie 482 Rääkkylä, Rasivaara	Liperiin	482	5	30	6910074	3642844	Rääkkylä
C0855204	7005	Tie 482 Rääkkylä, Rasivaara	Tie 484 Hammaslahteen	482	5	30	6910074	3642844	Rääkkylä
C0855209	7005	Tie 482 Rääkkylä, Rasivaara	Tienpinta	482	5	30	6910074	3642844	Rääkkylä
C0750307	7026	Tie 500 Joensuu, Hoilola		500	7	1760	6921508	3699545	Joensuu
C0854801	7009	Tie 504 Polvijärvi	Polvijarvelle	504	6	6329	6973778	3619197	Polvijärvi
C0854802	7009	Tie 504 Polvijärvi	Outokumpuun	504	6	6329	6973778	3619197	Polvijärvi
C0854803	7009	Tie 504 Polvijärvi	Joensuuhun	504	6	6329	6973778	3619197	Polvijärvi
C0854804	7009	Tie 504 Polvijärvi	Maarianvaara	504	6	6329	6973778	3619197	Polvijärvi
C0750207	7025	Tie 522 Lieksa, Hatunkylä		522	19	4245	7025012	3677360	Lieksa
C0750107	7024	Tie 524 Lieksa, Nurmijärvi		524	5	1541	7050367	3649198	Lieksa
C0950901	9013	Tie 4 Joutsa	Jyväskylään	4	222	0	6853782	3452434	Joutsa
C0950902	9013	Tie 4 Joutsa	Lahteen	4	222	0	6853782	3452434	Joutsa
C0950701	9001	Tie 4 Vestonmaki	Jyväskylään	4	227	2100	6883171	3450575	Toivakka
C0950702	9001	Tie 4 Vestonmaki	Lahteen	4	227	2100	6883171	3450575	Toivakka
C0950709	9001	Tie 4 Vestonmaki	Tienpinta	4	227	2100	6883171	3450575	Toivakka
C0951002	9014	Tie 4 Vaajakoski	Lahteen	4	233	79	6904962	3441528	Jyväskylä
C0952001	9019	Tie 4 Palokka	Ouluun	4	301	5992	6910070	3433764	Jyväskylä
C0952002	9019	Tie 4 Palokka	Jyväskylään	4	301	5992	6910070	3433764	Jyväskylä
C0952009	9019	Tie 4 Palokka	Tienpinta	4	301	5992	6910070	3433764	Jyväskylä
C0951501	9019	Tie 4 Puuppola	Ouluun	4	302	4360	6915552	3433062	Jyväskylä
C0951502	9019	Tie 4 Puuppola	Jyväskylään	4	302	4360	6915552	3433062	Jyväskylä
C0950601	9006	Tie 4 Äänekoski, Hirvaskan	Ouluun	4	306	3100	6935167	3432576	Äänekoski
C0950602	9006	Tie 4 Äänekoski, Hirvaskan	Jyväskylään	4	306	3100	6935167	3432576	Äänekoski
C0950609	9006	Tie 4 Äänekoski, Hirvaskan	Tienpinta	4	306	3100	6935167	3432576	Äänekoski
C0950101	9018	Tie 4 Petomäki	Ouluun	4	310	4400	6953256	3436474	Äänekoski
C0950102	9018	Tie 4 Petomäki	Jyväskylään	4	310	4400	6953256	3436474	Äänekoski
C0951301	9008	Tie 4 Taimoniemi	Ouluun	4	319	9200	7004416	3438046	Viitasaari
C0951302	9008	Tie 4 Taimoniemi	Jyväskylään	4	319	9200	7004416	3438046	Viitasaari
C0951309	9008	Tie 4 Taimoniemi	Tienpinta	4	319	9200	7004416	3438046	Viitasaari
C0453501	4032	Tie 9 Längelmäki	Jyväskylään	9	216	0	6850124	3383982	Längelmäki
C0951801	9017	Tie 9 Jämsä, Partalanmäki	Jämsään	9	219	2600	6861142	3402363	Jämsä
C0951802	9017	Tie 9 Jämsä, Partalanmäki	Orivedelle	9	219	2600	6861142	3402363	Jämsä
C0951809	9017	Tie 9 Jämsä, Partalanmäki	Tienpinta	9	219	2600	6861142	3402363	Jämsä
C0951200	9016	Tie 9 Jämsä, Himos	Rinne	9	226	150	6865802	3409992	Jämsä
C0951201	9016	Tie 9 Jämsä, Himos	Jyväskylään	9	226	150	6865802	3409992	Jämsä
C0951202	9016	Tie 9 Jämsä, Himos	Jämsään	9	226	150	6865802	3409992	Jämsä
